scenario_id,district,soil_type,water_availability,season,budget,land_area_acres,recommended_crop,suitability_score,expected_yield_min_kg,expected_yield_max_kg,estimated_cost,estimated_revenue_min,estimated_revenue_max,estimated_profit_min,estimated_profit_max,weather_risk,market_risk
59,Coimbatore,Coastal Alluvial,Medium,Rabi,40000,2.1,Rice,57,3927.0,5313.0,75180.0,166363.2,225079.7,91183.2,149899.7,Low,Low
60,Madurai,Alluvial Clay,Low,Rabi,15000,6.38,Banana,56,98762.4,130917.6,484880.0,3808485.8,5048457.9,3323605.8,4563577.9,High,Low
61,Vellore,Red Sandy Loam,Medium,Kharif,60000,1.0,Groundnut,82,656.0,944.0,24500.0,19544.7,28125.4,-4955.3,3625.4,Medium,Low
62,Nagapattinam,Lateritic Hill Soil,High,Summer,40000,1.54,Millets,79,840.8,1315.2,16478.0,36861.9,57655.8,20383.9,41177.8,Medium,Low
63,Tirunelveli,Red Loam,Low,Rabi,100000,1.94,Coconut,45,13968.0,17072.0,52380.0,229511.2,280513.6,177131.2,228133.6,Low,Medium
64,Nilgiris,Black Cotton Soil,Medium,Kharif,150000,2.98,Turmeric,96,14840.4,20919.6,205620.0,756466.7,1066344.6,550846.7,860724.6,Medium,Medium
65,Kovilpatti,Black Clay Loam,Low,Kharif,40000,1.88,Sugarcane,53,46323.2,58956.8,178600.0,2621053.7,3335886.5,2442453.7,3157286.5,Medium,Low
66,Vellore,Black Clay Loam,Low,Rabi,150000,1.61,Maize,82,3381.0,4669.0,36547.0,179192.4,247456.2,142645.4,210909.2,Medium,Low
67,Nilgiris,Black Cotton Soil,High,Summer,15000,6.03,Sunflower,78,2894.4,4341.6,99495.0,67158.1,100737.2,-32336.9,1242.2,Low,Low
68,Nilgiris,Black Cotton Soil,Low,Kharif,100000,4.95,Maize,57,10395.0,14355.0,112365.0,459428.1,634448.3,347063.1,522083.3,Low,Medium
69,Madurai,Lateritic Hill Soil,Low,Summer,25000,2.63,Millets,65,1436.0,2246.0,28141.0,45001.8,70387.4,16860.8,42246.4,Medium,Low
70,Trichy,Coastal Alluvial,Low,Kharif,100000,1.26,Banana,69,19504.8,25855.2,95760.0,720730.5,955386.9,624970.5,859626.9,Low,Low
71,Vellore,Lateritic Hill Soil,Low,Summer,40000,4.43,Millets,75,2418.8,3783.2,47401.0,80951.4,126616.3,33550.4,79215.3,High,High
72,Thanjavur,Alluvial Clay,High,Summer,150000,7.81,Banana,90,120898.8,160261.2,593560.0,2743186.7,3636317.2,2149626.7,3042757.2,Medium,Medium
73,Vellore,Black Clay Loam,High,Kharif,60000,2.04,Cotton,72,734.4,1101.6,61200.0,25075.8,37613.7,-36124.2,-23586.3,Medium,Medium
74,Kovilpatti,Black Clay Loam,Medium,Rabi,100000,4.3,Maize,89,9030.0,12470.0,97610.0,156508.5,216130.8,58898.5,118520.8,Low,Medium
75,Nilgiris,Alluvial Clay,Medium,Kharif,25000,1.16,Sugarcane,63,28582.4,36377.6,110200.0,1194851.3,1520719.9,1084651.3,1410519.9,Medium,Medium
76,Kovilpatti,Coastal Alluvial,Medium,Rabi,150000,7.5,Coconut,74,54000.0,66000.0,202500.0,1250396.4,1528262.2,1047896.4,1325762.2,High,Medium
77,Vellore,Red Loam,Low,Kharif,150000,6.5,Millets,65,3549.0,5551.0,69550.0,159470.3,249427.9,89920.3,179877.9,High,Low
78,Nilgiris,Red Sandy Loam,Medium,Summer,150000,7.25,Sunflower,72,3480.0,5220.0,119625.0,120907.4,181361.1,1282.4,61736.1,Low,High
79,Krishnagiri,Black Clay Loam,Medium,Kharif,40000,4.57,Maize,47,9597.0,13253.0,103739.0,415040.1,573150.7,311301.1,469411.7,Medium,Low
80,Kovilpatti,Alluvial Clay,Medium,Summer,40000,6.41,Banana,76,99226.8,131533.2,487160.0,4848036.9,6426467.6,4360876.9,5939307.6,Medium,Low
81,Thanjavur,Black Cotton Soil,Medium,Rabi,100000,7.08,Sunflower,75,3398.4,5097.6,116820.0,67894.7,101842.0,-48925.3,-14978.0,Low,Medium
82,Vellore,Coastal Alluvial,Low,Summer,60000,5.92,Banana,90,91641.6,121478.4,449920.0,1424947.9,1888884.4,975027.9,1438964.4,Medium,Medium
83,Coimbatore,Alluvial Clay,High,Rabi,25000,3.07,Coconut,82,22104.0,27016.0,82890.0,617957.8,755281.8,535067.8,672391.8,Low,Medium
84,Madurai,Red Sandy Loam,Low,Summer,60000,4.95,Sesamum,81,940.5,1534.5,40590.0,15081.9,24607.3,-25508.1,-15982.7,Medium,Low
85,Nagapattinam,Black Cotton Soil,High,Kharif,150000,7.51,Turmeric,76,37399.8,52720.2,518190.0,767686.4,1082160.4,249496.4,563970.4,High,High
86,Trichy,Lateritic Hill Soil,Low,Kharif,150000,4.39,Millets,60,2396.9,3749.1,46973.0,99730.4,155988.6,52757.4,109015.6,Low,Medium
87,Nilgiris,Alluvial Clay,Low,Kharif,25000,3.0,Groundnut,46,1968.0,2832.0,73500.0,111257.4,160102.1,37757.4,86602.1,Low,Medium
88,Kovilpatti,Red Loam,High,Summer,40000,2.36,Sunflower,88,1132.8,1699.2,38940.0,63627.2,95440.8,24687.2,56500.8,Medium,Low
89,Nilgiris,Alluvial Clay,Medium,Kharif,15000,1.84,Groundnut,67,1207.0,1737.0,45080.0,40626.7,58462.7,-4453.3,13382.7,Medium,Low
90,Krishnagiri,Red Sandy Loam,Low,Rabi,40000,2.07,Pulses,79,447.1,794.9,24633.0,16205.0,28808.8,-8428.0,4175.8,Medium,Low
91,Tirunelveli,Lateritic Hill Soil,Medium,Rabi,150000,3.81,Coconut,71,27432.0,33528.0,102870.0,1579402.8,1930381.2,1476532.8,1827511.2,Low,High
92,Madurai,Alluvial Clay,Low,Summer,60000,6.8,Coconut,40,48960.0,59840.0,183600.0,2186141.2,2671950.4,2002541.2,2488350.4,Medium,Low
93,Krishnagiri,Red Loam,High,Kharif,150000,3.04,Maize,73,6384.0,8816.0,69008.0,164185.1,226731.9,95177.1,157723.9,Medium,High
94,Vellore,Black Cotton Soil,High,Kharif,150000,2.04,Cotton,49,734.4,1101.6,61200.0,13888.7,20833.0,-47311.3,-40367.0,Low,Low
95,Tirunelveli,Coastal Alluvial,High,Kharif,60000,5.78,Groundnut,81,3791.7,5456.3,141610.0,115198.0,165772.7,-26412.0,24162.7,Medium,Low
96,Krishnagiri,Alluvial Clay,Low,Kharif,150000,6.3,Groundnut,97,4132.8,5947.2,154350.0,102815.7,147954.3,-51534.3,-6395.7,Medium,Low
97,Nilgiris,Black Cotton Soil,High,Rabi,15000,4.14,Sunflower,64,1987.2,2980.8,68310.0,92301.6,138452.4,23991.6,70142.4,Low,Low
98,Thanjavur,Black Clay Loam,Medium,Kharif,100000,5.68,Turmeric,60,28286.4,39873.6,391920.0,1588096.0,2238641.3,1196176.0,1846721.3,Medium,Medium
99,Madurai,Red Sandy Loam,Low,Kharif,150000,6.72,Maize,45,14112.0,19488.0,152544.0,783227.8,1081600.3,630683.8,929056.3,Medium,Low
100,Nagapattinam,Coastal Alluvial,High,Rabi,100000,6.79,Coconut,41,48888.0,59752.0,183330.0,1661782.4,2031067.4,1478452.4,1847737.4,Low,Medium
101,Tirunelveli,Coastal Alluvial,High,Rabi,100000,3.42,Rice,98,6395.4,8652.6,122436.0,359409.4,486259.8,236973.4,363823.8,Low,Medium
102,Madurai,Lateritic Hill Soil,High,Rabi,150000,5.99,Sorghum,84,4043.2,6738.8,82063.0,150960.7,251601.2,68897.7,169538.2,Low,Medium
103,Madurai,Coastal Alluvial,Low,Kharif,15000,3.6,Coconut,78,25920.0,31680.0,97200.0,895982.6,1095089.9,798782.6,997889.9,Low,Low
104,Tirunelveli,Black Cotton Soil,Medium,Rabi,60000,3.21,Maize,49,6741.0,9309.0,72867.0,142618.2,196949.0,69751.2,124082.0,Medium,Medium
105,Vellore,Red Loam,High,Kharif,15000,5.44,Groundnut,65,3568.6,5135.4,133280.0,89053.4,128150.0,-44226.6,-5130.0,Low,Medium
106,Nilgiris,Lateritic Hill Soil,Low,Summer,25000,4.76,Millets,53,2599.0,4065.0,50932.0,146053.7,228442.9,95121.7,177510.9,Low,Medium
107,Tirunelveli,Black Clay Loam,High,Summer,100000,4.06,Sunflower,78,1948.8,2923.2,66990.0,104829.7,157244.5,37839.7,90254.5,Low,Medium
108,Krishnagiri,Red Sandy Loam,Medium,Summer,40000,4.71,Sunflower,65,2260.8,3391.2,77715.0,87859.1,131788.6,10144.1,54073.6,Medium,Low
109,Vellore,Red Sandy Loam,Low,Rabi,15000,6.03,Groundnut,73,3955.7,5692.3,147735.0,141563.6,203713.5,-6171.4,55978.5,Low,High
110,Madurai,Red Loam,High,Summer,150000,3.13,Sesamum,55,594.7,970.3,25666.0,21760.2,35503.4,-3905.8,9837.4,High,High
111,Nilgiris,Black Cotton Soil,Low,Summer,60000,6.03,Sunflower,42,2894.4,4341.6,99495.0,74516.2,111774.4,-24978.8,12279.4,Low,Low
112,Madurai,Alluvial Clay,Medium,Rabi,100000,0.82,Banana,54,12693.6,16826.4,62320.0,216166.0,286545.7,153846.0,224225.7,Low,Medium
113,Nilgiris,Coastal Alluvial,Low,Kharif,40000,4.91,Rice,52,9181.7,12422.3,175778.0,385961.3,522182.9,210183.3,346404.9,High,Medium
114,Thanjavur,Red Loam,Low,Summer,150000,5.06,Sesamum,65,961.4,1568.6,41492.0,22058.1,35989.6,-19433.9,-5502.4,Low,High
115,Vellore,Black Cotton Soil,Low,Kharif,150000,7.77,Sugarcane,88,191452.8,243667.2,738150.0,8017532.7,10204132.5,7279382.7,9465982.5,Low,Low
116,Madurai,Black Clay Loam,Medium,Kharif,40000,6.62,Maize,64,13902.0,19198.0,150274.0,676391.0,934063.8,526117.0,783789.8,Medium,Medium
117,Madurai,Red Loam,Low,Summer,40000,1.47,Sunflower,48,705.6,1058.4,24255.0,37958.3,56937.4,13703.3,32682.4,Low,High
118,Madurai,Alluvial Clay,High,Rabi,40000,5.93,Rice,87,11089.1,15002.9,212294.0,646444.5,874601.4,434150.5,662307.4,Medium,Low
119,Kovilpatti,Black Clay Loam,Low,Rabi,100000,7.3,Pulses,84,1576.8,2803.2,86870.0,63794.1,113411.7,-23075.9,26541.7,Medium,Medium
120,Vellore,Alluvial Clay,Low,Summer,40000,1.7,Coconut,64,12240.0,14960.0,45900.0,644626.9,787877.4,598726.9,741977.4,High,Low
121,Trichy,Alluvial Clay,High,Kharif,40000,7.71,Sugarcane,71,189974.4,241785.6,732450.0,2893601.3,3682765.3,2161151.3,2950315.3,Low,Medium
122,Madurai,Alluvial Clay,Medium,Rabi,100000,4.31,Rice,66,8059.7,10904.3,154298.0,151396.8,204831.0,-2901.2,50533.0,High,Medium
123,Madurai,Alluvial Clay,Low,Summer,150000,2.63,Coconut,71,18936.0,23144.0,71010.0,745264.1,910878.3,674254.1,839868.3,Medium,Low
124,Coimbatore,Coastal Alluvial,Medium,Rabi,60000,2.76,Banana,40,42724.8,56635.2,209760.0,1760162.2,2333238.3,1550402.2,2123478.3,Low,Low
125,Madurai,Black Clay Loam,Medium,Summer,100000,3.84,Sunflower,91,1843.2,2764.8,63360.0,81360.3,122040.5,18000.3,58680.5,Medium,Low
126,Kovilpatti,Black Cotton Soil,High,Summer,40000,2.39,Sunflower,73,1147.2,1720.8,39435.0,17261.1,25891.7,-22173.9,-13543.3,Low,High
127,Kovilpatti,Red Loam,Low,Kharif,100000,5.7,Cotton,66,2052.0,3078.0,171000.0,91217.6,136826.3,-79782.4,-34173.7,High,High
128,Vellore,Alluvial Clay,Low,Kharif,100000,5.29,Sugarcane,97,130345.6,165894.4,502550.0,3784954.6,4817215.0,3282404.6,4314665.0,High,Low
129,Tirunelveli,Red Sandy Loam,Low,Rabi,60000,4.05,Pulses,66,874.8,1555.2,48195.0,19170.9,34081.6,-29024.1,-14113.4,Medium,Medium
130,Tirunelveli,Coastal Alluvial,Low,Rabi,40000,1.89,Coconut,56,13608.0,16632.0,51030.0,275954.8,337278.1,224924.8,286248.1,Medium,Low
131,Nagapattinam,Black Cotton Soil,Low,Summer,150000,4.86,Sunflower,63,2332.8,3499.2,80190.0,63229.9,94844.8,-16960.1,14654.8,Low,High
132,Kovilpatti,Coastal Alluvial,Medium,Rabi,25000,4.1,Rice,64,7667.0,10373.0,146780.0,341674.3,462265.2,194894.3,315485.2,High,Medium
133,Vellore,Red Loam,Medium,Summer,15000,2.32,Coconut,67,16704.0,20416.0,62640.0,613137.6,749390.5,550497.6,686750.5,Medium,Medium
134,Madurai,Alluvial Clay,Low,Rabi,15000,1.16,Banana,65,17956.8,23803.2,88160.0,935605.5,1240221.3,847445.5,1152061.3,Low,Low
135,Krishnagiri,Black Clay Loam,Medium,Rabi,25000,6.66,Chili,42,2464.2,4195.8,256410.0,107536.1,183102.0,-148873.9,-73308.0,High,Medium
136,Nagapattinam,Lateritic Hill Soil,High,Kharif,25000,7.51,Millets,67,4100.5,6413.5,80357.0,236312.7,369617.3,155955.7,289260.3,Medium,Low
137,Krishnagiri,Red Loam,Medium,Rabi,150000,3.89,Coconut,51,28008.0,34232.0,105030.0,1333662.4,1630031.8,1228632.4,1525001.8,Low,Low
138,Tirunelveli,Black Clay Loam,High,Summer,150000,3.03,Sunflower,94,1454.4,2181.6,49995.0,33735.3,50602.9,-16259.7,607.9,Low,Low
139,Madurai,Black Cotton Soil,Medium,Summer,150000,2.99,Sunflower,98,1435.2,2152.8,49335.0,56563.4,84845.2,7228.4,35510.2,Medium,Low
140,Tirunelveli,Coastal Alluvial,Low,Rabi,15000,6.8,Banana,63,105264.0,139536.0,516800.0,5023472.6,6659021.8,4506672.6,6142221.8,Low,Low
141,Thanjavur,Alluvial Clay,Medium,Kharif,40000,4.84,Groundnut,41,3175.0,4569.0,118580.0,117159.3,168595.1,-1420.7,50015.1,Medium,Medium
142,Krishnagiri,Black Clay Loam,High,Summer,25000,7.34,Sunflower,84,3523.2,5284.8,121110.0,86247.2,129370.8,-34862.8,8260.8,Low,High
143,Kovilpatti,Red Loam,Medium,Rabi,25000,2.28,Maize,99,4788.0,6612.0,51756.0,125088.4,172741.1,73332.4,120985.1,Low,Medium
144,Krishnagiri,Red Sandy Loam,Medium,Summer,150000,5.39,Sesamum,40,1024.1,1670.9,44198.0,45626.9,74443.9,1428.9,30245.9,Medium,Low
145,Krishnagiri,Lateritic Hill Soil,High,Summer,25000,1.05,Millets,49,573.3,896.7,11235.0,12979.0,20300.5,1744.0,9065.5,Low,Medium
146,Nagapattinam,Red Sandy Loam,Low,Summer,60000,5.8,Millets,76,3166.8,4953.2,62060.0,152443.7,238437.6,90383.7,176377.6,Medium,Medium
147,Vellore,Alluvial Clay,High,Summer,150000,2.04,Coconut,53,14688.0,17952.0,55080.0,242916.7,296898.2,187836.7,241818.2,Low,Medium
148,Thanjavur,Black Clay Loam,Low,Kharif,40000,3.89,Sugarcane,90,95849.6,121990.4,369550.0,1883339.5,2396977.5,1513789.5,2027427.5,Low,Low
149,Coimbatore,Black Clay Loam,High,Summer,150000,7.64,Sunflower,96,3667.2,5500.8,126060.0,160478.1,240717.2,34418.1,114657.2,Medium,Low
150,Madurai,Lateritic Hill Soil,Medium,Summer,150000,2.81,Millets,81,1534.3,2399.7,30067.0,71666.3,112093.4,41599.3,82026.4,Medium,Low
151,Coimbatore,Red Sandy Loam,High,Kharif,150000,7.01,Turmeric,49,34909.8,49210.2,483690.0,2007580.2,2829962.5,1523890.2,2346272.5,Low,Low
152,Nilgiris,Lateritic Hill Soil,Low,Summer,15000,5.67,Millets,58,3095.8,4842.2,60669.0,140683.7,220043.7,80014.7,159374.7,High,High
153,Coimbatore,Red Sandy Loam,Medium,Rabi,60000,1.69,Groundnut,92,1108.6,1595.4,41405.0,54167.3,77948.1,12762.3,36543.1,Medium,Medium
154,Thanjavur,Black Clay Loam,Low,Rabi,150000,7.44,Pulses,62,1607.0,2857.0,88536.0,87591.9,155718.9,-944.1,67182.9,Low,High
155,Vellore,Black Cotton Soil,Medium,Summer,15000,2.96,Sunflower,97,1420.8,2131.2,48840.0,61605.0,92407.5,12765.0,43567.5,Low,Medium
156,Nagapattinam,Red Sandy Loam,Low,Kharif,40000,2.2,Cotton,85,792.0,1188.0,66000.0,33958.6,50938.0,-32041.4,-15062.0,Medium,Medium
157,Vellore,Black Clay Loam,Medium,Kharif,100000,3.06,Maize,54,6426.0,8874.0,69462.0,248673.8,343406.7,179211.8,273944.7,Medium,Medium
158,Krishnagiri,Black Cotton Soil,Medium,Rabi,60000,7.67,Maize,86,16107.0,22243.0,174109.0,247086.7,341214.9,72977.7,167105.9,Low,High
159,Thanjavur,Red Loam,High,Summer,60000,7.51,Coconut,92,54072.0,66088.0,202770.0,2313245.0,2827299.4,2110475.0,2624529.4,Low,Low
160,Tirunelveli,Black Clay Loam,Medium,Rabi,25000,2.54,Sunflower,70,1219.2,1828.8,41910.0,28226.6,42339.9,-13683.4,429.9,High,Medium
161,Krishnagiri,Lateritic Hill Soil,Low,Rabi,100000,2.42,Pulses,52,522.7,929.3,28798.0,10482.5,18635.5,-18315.5,-10162.5,Medium,High
162,Trichy,Alluvial Clay,Low,Rabi,15000,5.35,Banana,47,82818.0,109782.0,406600.0,4372273.5,5795804.4,3965673.5,5389204.4,Medium,Medium
163,Coimbatore,Alluvial Clay,Medium,Summer,60000,3.68,Banana,58,56966.4,75513.6,279680.0,2929716.4,3883577.5,2650036.4,3603897.5,Medium,Medium
164,Madurai,Coastal Alluvial,High,Kharif,40000,7.02,Groundnut,87,4605.1,6626.9,171990.0,88911.8,127946.2,-83078.2,-44043.8,Low,Low
165,Krishnagiri,Red Loam,Medium,Kharif,150000,5.24,Maize,42,11004.0,15196.0,118948.0,509281.7,703293.7,390333.7,584345.7,Low,Low
166,Nagapattinam,Red Sandy Loam,High,Summer,60000,6.64,Sorghum,84,4482.0,7470.0,90968.0,249865.3,416442.2,158897.3,325474.2,Low,Low
167,Kovilpatti,Alluvial Clay,High,Kharif,15000,2.2,Sugarcane,99,54208.0,68992.0,209000.0,2842333.6,3617515.5,2633333.6,3408515.5,Medium,Low
